"","celltype_gt","celltype","model"
"82921","Malignant","Macrophage","sctype"
"82922","Stromal","Plasma","sctype"
"82923","Macrophage","Macrophage","sctype"
"82924","Stromal","Malignant","sctype"
"82925","Malignant","Malignant","sctype"
"82926","T","T","sctype"
"82927","Malignant","Macrophage","sctype"
"82928","Malignant","Myoepi","sctype"
"82929","Malignant","Malignant","sctype"
"82930","Stromal","Stromal","sctype"
"82931","Malignant","Malignant","sctype"
"82932","Stromal","Stromal","sctype"
"82933","Macrophage","Malignant","sctype"
"82934","Malignant","Malignant","sctype"
"82935","Stromal","Stromal","sctype"
"82936","T","T","sctype"
"82937","Malignant","Malignant","sctype"
"82938","T","B","sctype"
"82939","Malignant","Malignant","sctype"
"82940","Malignant","Malignant","sctype"
"82941","Stromal","Stromal","sctype"
"82942","Myoepi","Malignant","sctype"
"82943","T","T","sctype"
"82944","Malignant","Malignant","sctype"
"82945","Malignant","Malignant","sctype"
"82946","Malignant","Malignant","sctype"
"82947","Malignant","Macrophage","sctype"
"82948","Malignant","Myoepi","sctype"
"82949","Myoepi","Myoepi","sctype"
"82950","Malignant","Malignant","sctype"
"82951","Stromal","Stromal","sctype"
"82952","Stromal","T","sctype"
"82953","Myoepi","Malignant","sctype"
"82954","Myoepi","Malignant","sctype"
"82955","Stromal","Stromal","sctype"
"82956","T","T","sctype"
"82957","Stromal","Stromal","sctype"
"82958","Malignant","Malignant","sctype"
"82959","Malignant","Malignant","sctype"
"82960","B","Macrophage","sctype"
"82961","Stromal","Myoepi","sctype"
"82962","Malignant","Malignant","sctype"
"82963","Myoepi","Myoepi","sctype"
"82964","T","T","sctype"
"82965","Malignant","Malignant","sctype"
"82966","T","Macrophage","sctype"
"82967","Macrophage","Macrophage","sctype"
"82968","Macrophage","Macrophage","sctype"
"82969","T","T","sctype"
"82970","Stromal","Stromal","sctype"
"82971","Malignant","Malignant","sctype"
"82972","Stromal","Stromal","sctype"
"82973","Malignant","Malignant","sctype"
"82974","Stromal","Stromal","sctype"
"82975","Malignant","Malignant","sctype"
"82976","Malignant","Malignant","sctype"
"82977","Plasma","Stromal","sctype"
"82978","Myoepi","Myoepi","sctype"
"82979","Malignant","Malignant","sctype"
"82980","Malignant","Malignant","sctype"
"82981","Myoepi","Malignant","sctype"
"82982","Malignant","Myoepi","sctype"
"82983","Myoepi","Myoepi","sctype"
"82984","Malignant","Malignant","sctype"
"82985","Myoepi","Malignant","sctype"
"82986","Stromal","Stromal","sctype"
"82987","Malignant","Malignant","sctype"
"82988","T","T","sctype"
"82989","Malignant","Malignant","sctype"
"82990","T","T","sctype"
"82991","Malignant","Malignant","sctype"
"82992","Stromal","Stromal","sctype"
"82993","T","T","sctype"
"82994","Malignant","Malignant","sctype"
"82995","Plasma","Plasma","sctype"
"82996","T","T","sctype"
"82997","Macrophage","T","sctype"
"82998","Malignant","Malignant","sctype"
"82999","Stromal","Stromal","sctype"
"83000","Stromal","Stromal","sctype"
"83001","Malignant","Malignant","sctype"
"83002","Malignant","Malignant","sctype"
"83003","T","T","sctype"
"83004","Myoepi","Malignant","sctype"
"83005","Myoepi","Myoepi","sctype"
"83006","Macrophage","T","sctype"
"83007","Malignant","Malignant","sctype"
"83008","Malignant","Malignant","sctype"
"83009","Malignant","Malignant","sctype"
"83010","Malignant","Myoepi","sctype"
"83011","Plasma","T","sctype"
"83012","Myoepi","Malignant","sctype"
"83013","Myoepi","Malignant","sctype"
"83014","Myoepi","Malignant","sctype"
"83015","Plasma","Plasma","sctype"
"83016","Stromal","Stromal","sctype"
"83017","T","T","sctype"
"83018","B","T","sctype"
"83019","Plasma","Stromal","sctype"
"83020","Myoepi","T","sctype"
"83021","Myoepi","Malignant","sctype"
"83022","Myoepi","Myoepi","sctype"
"83023","T","B","sctype"
"83024","Malignant","Malignant","sctype"
"83025","Stromal","Stromal","sctype"
"83026","Stromal","Stromal","sctype"
"83027","Malignant","Malignant","sctype"
"83028","Plasma","Stromal","sctype"
"83029","Malignant","Myoepi","sctype"
"83030","Malignant","Malignant","sctype"
"83031","T","T","sctype"
"83032","Myoepi","Myoepi","sctype"
"83033","Malignant","Malignant","sctype"
"83034","Stromal","Stromal","sctype"
"83035","Myoepi","Malignant","sctype"
"83036","Myoepi","Myoepi","sctype"
"83037","Stromal","Stromal","sctype"
"83038","Stromal","Stromal","sctype"
"83039","T","B","sctype"
"83040","Myoepi","Myoepi","sctype"
"83041","Plasma","Plasma","sctype"
"83042","Stromal","Stromal","sctype"
"83043","Malignant","Malignant","sctype"
"83044","Malignant","Malignant","sctype"
"83045","Malignant","Myoepi","sctype"
"83046","T","T","sctype"
"83047","Myoepi","T","sctype"
"83048","Malignant","Malignant","sctype"
"83049","Myoepi","Malignant","sctype"
"83050","Malignant","Malignant","sctype"
"83051","Malignant","Malignant","sctype"
"83052","Malignant","Malignant","sctype"
"83053","Malignant","Malignant","sctype"
"83054","Malignant","Malignant","sctype"
"83055","Malignant","Malignant","sctype"
"83056","Stromal","Stromal","sctype"
"83057","Stromal","Stromal","sctype"
"83058","Macrophage","Stromal","sctype"
"83059","Malignant","Malignant","sctype"
"83060","T","T","sctype"
"83061","Malignant","Malignant","sctype"
"83062","Stromal","Stromal","sctype"
"83063","Macrophage","Macrophage","sctype"
"83064","Malignant","Malignant","sctype"
"83065","Malignant","Malignant","sctype"
"83066","Stromal","Stromal","sctype"
"83067","Stromal","Stromal","sctype"
"83068","T","T","sctype"
"83069","Malignant","Malignant","sctype"
"83070","B","T","sctype"
"83071","B","Macrophage","sctype"
"83072","T","T","sctype"
"83073","Malignant","Malignant","sctype"
"83074","Malignant","Malignant","sctype"
"83075","Malignant","Malignant","sctype"
"83076","T","T","sctype"
"83077","Malignant","Myoepi","sctype"
"83078","Malignant","Malignant","sctype"
"83079","Malignant","Malignant","sctype"
"83080","Malignant","Malignant","sctype"
"83081","B","T","sctype"
"83082","Malignant","Malignant","sctype"
"83083","Malignant","Stromal","sctype"
"83084","Malignant","Macrophage","sctype"
"83085","Plasma","Macrophage","sctype"
"83086","Stromal","Macrophage","sctype"
"83087","Malignant","Stromal","sctype"
"83088","Malignant","Malignant","sctype"
"83089","Myoepi","Malignant","sctype"
"83090","Macrophage","Macrophage","sctype"
"83091","Malignant","Malignant","sctype"
"83092","Macrophage","Malignant","sctype"
"83093","Myoepi","Malignant","sctype"
"83094","Malignant","Malignant","sctype"
"83095","T","T","sctype"
"83096","Stromal","Stromal","sctype"
"83097","Malignant","Myoepi","sctype"
"83098","Stromal","Stromal","sctype"
"83099","T","T","sctype"
"83100","Myoepi","T","sctype"
"83101","Malignant","Malignant","sctype"
"83102","Stromal","Stromal","sctype"
"83103","Stromal","Stromal","sctype"
"83104","T","T","sctype"
"83105","Stromal","Stromal","sctype"
"83106","Myoepi","Malignant","sctype"
"83107","Myoepi","Myoepi","sctype"
"83108","Stromal","Stromal","sctype"
"83109","Stromal","Stromal","sctype"
"83110","Stromal","Stromal","sctype"
"83111","Myoepi","Malignant","sctype"
"83112","T","T","sctype"
"83113","T","T","sctype"
"83114","Myoepi","Myoepi","sctype"
"83115","Stromal","Stromal","sctype"
"83116","Stromal","Malignant","sctype"
"83117","Malignant","Malignant","sctype"
"83118","Malignant","Malignant","sctype"
"83119","Malignant","Malignant","sctype"
"83120","Myoepi","Malignant","sctype"
"83121","Stromal","Stromal","sctype"
"83122","Stromal","Stromal","sctype"
"83123","Malignant","Myoepi","sctype"
"83124","Malignant","Malignant","sctype"
"83125","Malignant","Malignant","sctype"
"83126","Malignant","Malignant","sctype"
"83127","Stromal","Stromal","sctype"
"83128","Malignant","Malignant","sctype"
"83129","Macrophage","Stromal","sctype"
"83130","Malignant","Malignant","sctype"
"83131","Malignant","Malignant","sctype"
"83132","T","T","sctype"
"83133","Stromal","Stromal","sctype"
"83134","Malignant","Malignant","sctype"
"83135","Stromal","Stromal","sctype"
"83136","Malignant","Malignant","sctype"
"83137","T","B","sctype"
"83138","Malignant","Malignant","sctype"
"83139","Myoepi","Myoepi","sctype"
"83140","Plasma","Plasma","sctype"
"83141","T","Plasma","sctype"
"83142","Malignant","Malignant","sctype"
"83143","Stromal","Stromal","sctype"
"83144","Stromal","Stromal","sctype"
"83145","Malignant","Malignant","sctype"
"83146","Macrophage","T","sctype"
"83147","Malignant","Malignant","sctype"
"83148","Malignant","Malignant","sctype"
"83149","Macrophage","T","sctype"
"83150","Myoepi","Myoepi","sctype"
"83151","Stromal","T","sctype"
"83152","Malignant","Myoepi","sctype"
"83153","Stromal","Stromal","sctype"
"83154","Myoepi","Malignant","sctype"
"83155","Malignant","Myoepi","sctype"
"83156","Myoepi","Malignant","sctype"
"83157","Stromal","Stromal","sctype"
"83158","T","Stromal","sctype"
"83159","Malignant","Malignant","sctype"
"83160","Malignant","Malignant","sctype"
"83161","Myoepi","Malignant","sctype"
"83162","Stromal","Stromal","sctype"
"83163","Malignant","Malignant","sctype"
"83164","Stromal","Myoepi","sctype"
"83165","Myoepi","Malignant","sctype"
"83166","Malignant","Malignant","sctype"
"83167","Macrophage","Macrophage","sctype"
"83168","Stromal","Stromal","sctype"
"83169","T","T","sctype"
"83170","T","T","sctype"
"83171","Malignant","Malignant","sctype"
"83172","Malignant","Malignant","sctype"
"83173","Malignant","Malignant","sctype"
"83174","Stromal","T","sctype"
"83175","Stromal","Stromal","sctype"
"83176","Myoepi","Stromal","sctype"
"83177","T","T","sctype"
"83178","Myoepi","Malignant","sctype"
"83179","T","T","sctype"
"83180","T","T","sctype"
"83181","Myoepi","Malignant","sctype"
"83182","Myoepi","Malignant","sctype"
"83183","Plasma","Macrophage","sctype"
"83184","Stromal","Stromal","sctype"
"83185","DC_Mast","Plasma","sctype"
"83186","Malignant","Myoepi","sctype"
"83187","Myoepi","Myoepi","sctype"
"83188","T","T","sctype"
"83189","T","T","sctype"
"83190","Malignant","Malignant","sctype"
"83191","Stromal","Stromal","sctype"
"83192","Stromal","Stromal","sctype"
"83193","Malignant","Malignant","sctype"
"83194","T","T","sctype"
"83195","T","T","sctype"
"83196","Macrophage","T","sctype"
"83197","Malignant","Malignant","sctype"
"83198","Macrophage","Macrophage","sctype"
"83199","Malignant","Malignant","sctype"
"83200","Stromal","Stromal","sctype"
"83201","Stromal","Stromal","sctype"
"83202","Malignant","Malignant","sctype"
"83203","Malignant","Malignant","sctype"
"83204","Malignant","Malignant","sctype"
"83205","Myoepi","Malignant","sctype"
"83206","Malignant","Malignant","sctype"
"83207","Stromal","Stromal","sctype"
"83208","Malignant","Malignant","sctype"
"83209","Myoepi","Myoepi","sctype"
"83210","Malignant","Malignant","sctype"
"83211","Myoepi","T","sctype"
"83212","Macrophage","Stromal","sctype"
"83213","Stromal","Macrophage","sctype"
"83214","Plasma","Macrophage","sctype"
"83215","Stromal","Myoepi","sctype"
"83216","Stromal","Stromal","sctype"
"83217","Malignant","Myoepi","sctype"
"83218","Malignant","Malignant","sctype"
"83219","Myoepi","Malignant","sctype"
"83220","T","T","sctype"
"83221","Malignant","Malignant","sctype"
"83222","Stromal","Stromal","sctype"
"83223","Plasma","T","sctype"
"83224","Malignant","Malignant","sctype"
"83225","Stromal","Stromal","sctype"
"83226","Myoepi","Myoepi","sctype"
"83227","T","T","sctype"
"83228","T","T","sctype"
"83229","Macrophage","Stromal","sctype"
"83230","Plasma","Plasma","sctype"
"83231","T","T","sctype"
"83232","Stromal","Stromal","sctype"
"83233","T","T","sctype"
"83234","Stromal","Malignant","sctype"
"83235","B","T","sctype"
"83236","Stromal","T","sctype"
"83237","B","B","sctype"
"83238","Malignant","Malignant","sctype"
"83239","Macrophage","Stromal","sctype"
"83240","Malignant","Malignant","sctype"
"83241","Plasma","Plasma","sctype"
"83242","Malignant","Malignant","sctype"
"83243","T","T","sctype"
"83244","Plasma","B","sctype"
"83245","T","T","sctype"
"83246","T","T","sctype"
"83247","Stromal","Malignant","sctype"
"83248","Plasma","Plasma","sctype"
"83249","Plasma","Stromal","sctype"
"83250","Myoepi","Myoepi","sctype"
"83251","Malignant","Macrophage","sctype"
"83252","Malignant","Malignant","sctype"
"83253","Malignant","Malignant","sctype"
"83254","Malignant","Malignant","sctype"
"83255","Malignant","Malignant","sctype"
"83256","Malignant","Malignant","sctype"
"83257","Myoepi","Stromal","sctype"
"83258","Malignant","Malignant","sctype"
"83259","Malignant","Malignant","sctype"
"83260","T","T","sctype"
"83261","Malignant","Malignant","sctype"
"83262","Malignant","Malignant","sctype"
"83263","Malignant","Myoepi","sctype"
"83264","T","T","sctype"
"83265","Macrophage","Stromal","sctype"
"83266","T","T","sctype"
"83267","Malignant","Macrophage","sctype"
"83268","Malignant","Malignant","sctype"
"83269","Malignant","Malignant","sctype"
"83270","Stromal","Macrophage","sctype"
"83271","Myoepi","Malignant","sctype"
"83272","T","T","sctype"
"83273","Myoepi","Malignant","sctype"
"83274","Malignant","Myoepi","sctype"
"83275","Stromal","Stromal","sctype"
"83276","Malignant","Malignant","sctype"
"83277","Malignant","Malignant","sctype"
"83278","Stromal","Stromal","sctype"
"83279","Stromal","Stromal","sctype"
"83280","Stromal","Stromal","sctype"
"83281","Stromal","Stromal","sctype"
"83282","Malignant","Malignant","sctype"
"83283","Malignant","Myoepi","sctype"
"83284","Plasma","Plasma","sctype"
"83285","Myoepi","Malignant","sctype"
"83286","Malignant","Malignant","sctype"
"83287","Malignant","Malignant","sctype"
"83288","Malignant","Malignant","sctype"
"83289","Plasma","Plasma","sctype"
"83290","Plasma","Plasma","sctype"
"83291","Malignant","Malignant","sctype"
"83292","T","T","sctype"
"83293","T","T","sctype"
"83294","Myoepi","Myoepi","sctype"
"83295","Malignant","Malignant","sctype"
"83296","Stromal","Stromal","sctype"
"83297","Macrophage","Plasma","sctype"
"83298","Myoepi","Malignant","sctype"
"83299","Malignant","Malignant","sctype"
"83300","Malignant","Malignant","sctype"
"83301","Macrophage","Plasma","sctype"
"83302","Malignant","Malignant","sctype"
"83303","Malignant","Malignant","sctype"
"83304","Myoepi","Stromal","sctype"
"83305","Malignant","Malignant","sctype"
"83306","Malignant","Malignant","sctype"
"83307","T","T","sctype"
"83308","Myoepi","B","sctype"
"83309","Stromal","Plasma","sctype"
"83310","Malignant","Malignant","sctype"
"83311","Stromal","Stromal","sctype"
"83312","Plasma","Plasma","sctype"
"83313","Malignant","Malignant","sctype"
"83314","Malignant","Malignant","sctype"
"83315","Myoepi","Myoepi","sctype"
"83316","T","T","sctype"
"83317","Stromal","Stromal","sctype"
"83318","Malignant","Malignant","sctype"
"83319","Malignant","Malignant","sctype"
"83320","Stromal","Stromal","sctype"
"83321","Malignant","Malignant","sctype"
"83322","T","T","sctype"
"83323","Malignant","Malignant","sctype"
"83324","Myoepi","Myoepi","sctype"
"83325","Malignant","Malignant","sctype"
"83326","Stromal","Stromal","sctype"
"83327","Malignant","Myoepi","sctype"
"83328","Myoepi","Malignant","sctype"
"83329","Malignant","Malignant","sctype"
"83330","Malignant","Malignant","sctype"
"83331","Malignant","Malignant","sctype"
"83332","B","B","sctype"
"83333","T","Plasma","sctype"
"83334","Malignant","Malignant","sctype"
"83335","Malignant","Malignant","sctype"
"83336","T","T","sctype"
"83337","Malignant","Malignant","sctype"
"83338","Myoepi","Malignant","sctype"
"83339","Stromal","Stromal","sctype"
"83340","Myoepi","Myoepi","sctype"
"83341","Malignant","Malignant","sctype"
"83342","Stromal","Stromal","sctype"
"83343","Stromal","Stromal","sctype"
"83344","T","T","sctype"
"83345","Malignant","Malignant","sctype"
"83346","Malignant","Malignant","sctype"
"83347","Stromal","Stromal","sctype"
"83348","Stromal","Stromal","sctype"
"83349","Stromal","Stromal","sctype"
"83350","T","T","sctype"
"83351","Malignant","Malignant","sctype"
"83352","Malignant","Malignant","sctype"
"83353","Stromal","Macrophage","sctype"
"83354","Myoepi","Malignant","sctype"
"83355","Plasma","Plasma","sctype"
"83356","Stromal","Macrophage","sctype"
"83357","T","T","sctype"
"83358","Malignant","Malignant","sctype"
"83359","Stromal","T","sctype"
"83360","T","T","sctype"
"83361","Malignant","Malignant","sctype"
"83362","Malignant","Malignant","sctype"
"83363","Myoepi","Myoepi","sctype"
"83364","Malignant","Malignant","sctype"
"83365","T","T","sctype"
"83366","Myoepi","Malignant","sctype"
"83367","Stromal","Stromal","sctype"
"83368","Stromal","Stromal","sctype"
"83369","T","T","sctype"
"83370","Macrophage","T","sctype"
"83371","Stromal","Stromal","sctype"
"83372","Myoepi","Stromal","sctype"
"83373","Malignant","Malignant","sctype"
"83374","Stromal","T","sctype"
"83375","Stromal","Stromal","sctype"
"83376","Macrophage","T","sctype"
"83377","Myoepi","Myoepi","sctype"
"83378","Stromal","Stromal","sctype"
"83379","Stromal","Stromal","sctype"
"83380","T","T","sctype"
"83381","Malignant","Malignant","sctype"
"83382","Stromal","Stromal","sctype"
"83383","Malignant","Malignant","sctype"
"83384","Myoepi","Stromal","sctype"
"83385","Macrophage","Stromal","sctype"
"83386","Plasma","Stromal","sctype"
